state_code,state_name,service_type,year,quarter,avg_d_Mbps,avg_u_Mbps,avg_lat_ms,tests
33,Rio de Janeiro,fixed,2023,3,184.09677996187975,101.4602612311063,9.596453322557513,856238
35,São Paulo,fixed,2023,3,192.9931526230149,109.59797809507697,10.519257711062444,2281268
41,Paraná,fixed,2023,3,176.25434892375327,122.96785276456862,9.773442837075603,598701
42,Santa Catarina,fixed,2023,3,185.10603373565803,111.40558138834989,9.872377747650399,348889
43,Rio Grande do Sul,fixed,2023,3,171.5540950377954,105.63640035103538,10.133135201145024,456934
50,Mato Grosso do Sul,fixed,2023,3,174.16877787227898,124.0019222023413,14.821633461979765,124631
51,Mato Grosso,fixed,2023,3,167.02611888383535,113.46233267241799,17.906649078225403,123566
52,Goiás,fixed,2023,3,191.08728322141457,127.24943557719222,12.819219636915602,346531
53,Distrito Federal,fixed,2023,3,243.37138448082845,127.30084790558823,9.865304599309637,214380
11,Rondônia,fixed,2023,4,188.82586527640524,134.4624096565355,13.29370953754311,49583
12,Acre,fixed,2023,4,203.88758493098962,123.7333343541553,16.56148005201997,23837
13,Amazonas,fixed,2023,4,187.29953854221654,102.93323717806238,33.241067707609815,143972
14,Roraima,fixed,2023,4,149.81513705431922,100.13899593204114,29.605647284039243,16716
15,Pará,fixed,2023,4,165.7736267376426,123.42433439290242,16.876040557667935,197250
16,Amapá,fixed,2023,4,172.67568543524416,132.38012484076435,26.77171974522293,11775
17,Tocantins,fixed,2023,4,172.6100982298475,119.74494877450981,18.269798474945535,36720
21,Maranhão,fixed,2023,4,175.17093070454266,131.31577732748966,12.586162919420726,154469
22,Piauí,fixed,2023,4,152.0321709928827,119.19001863063993,13.902660139770056,62102
23,Ceará,fixed,2023,4,149.69402793845873,119.75085611141606,7.742922008113261,307891
24,Rio Grande do Norte,fixed,2023,4,161.12152430326455,115.31146484117261,8.681575391962799,127308
25,Paraíba,fixed,2023,4,137.83498467403865,94.37752417824338,10.963612439586022,118557
26,Pernambuco,fixed,2023,4,139.3155291608891,100.90629022227826,9.15463734970857,333186
27,Alagoas,fixed,2023,4,134.4697498567639,94.23465484350133,11.441549071618038,94250
28,Sergipe,fixed,2023,4,157.22817298869867,103.44703088284659,10.220543806646525,71496
29,Bahia,fixed,2023,4,137.64071772086,95.05141580856196,9.911647318097419,576270
31,Minas Gerais,fixed,2023,4,180.85158287890965,120.32130995734423,13.162314931880752,677048
32,Espírito Santo,fixed,2023,4,171.06016535285957,105.67125517558546,13.537549492321954,139163
33,Rio de Janeiro,fixed,2023,4,192.1173982120937,108.91677450487633,9.823916962274911,827672
35,São Paulo,fixed,2023,4,200.4616611274877,115.81575512570765,10.719345977036722,2232521
41,Paraná,fixed,2023,4,185.69249147163143,131.8154142392207,9.484097743132862,581647
42,Santa Catarina,fixed,2023,4,191.51456982324942,117.70869216409493,10.054917320880708,354624
43,Rio Grande do Sul,fixed,2023,4,179.88303129594388,111.67521444235973,10.215861251971614,448237
50,Mato Grosso do Sul,fixed,2023,4,181.05351977258144,131.63934679526,14.177433496334729,110633
51,Mato Grosso,fixed,2023,4,171.71526370477469,121.14667949901579,16.867159057257826,114814
52,Goiás,fixed,2023,4,201.21228839679276,134.29140583964542,11.791598771573698,324643
53,Distrito Federal,fixed,2023,4,250.30009133886225,132.80475742727435,8.938030383727714,197145
11,Rondônia,mobile,2023,1,77.06270108816345,17.492960692871417,71.93737508327781,4503
12,Acre,mobile,2023,1,87.73336758563075,18.229906850459482,90.09398496240601,2394
13,Amazonas,mobile,2023,1,61.69184115096571,12.633931546445934,96.99152542372882,15222
14,Roraima,mobile,2023,1,84.04055441741356,14.44474391805378,72.48463508322664,1562
15,Pará,mobile,2023,1,69.48306253595202,14.354302202317363,64.03899252198208,24338
16,Amapá,mobile,2023,1,94.41354352030947,14.326861702127658,74.72437137330755,1034
17,Tocantins,mobile,2023,1,84.71533613030603,17.916635982230996,78.52319842053306,4052
21,Maranhão,mobile,2023,1,67.59749628976564,13.409570861802953,78.33847623245904,13611
22,Piauí,mobile,2023,1,112.59336363636363,18.142992880613363,66.6641109894122,5478
23,Ceará,mobile,2023,1,125.4723714100859,19.371942237877864,37.09686927141368,27821
24,Rio Grande do Norte,mobile,2023,1,91.2246266706563,17.11891302613206,51.39666866148015,10026
25,Paraíba,mobile,2023,1,94.79719940853401,16.875585128855093,54.11220954795099,11835
26,Pernambuco,mobile,2023,1,100.34897634356423,18.818559990294794,47.8237595535606,32972
27,Alagoas,mobile,2023,1,101.26800352112676,19.040209963484614,51.26251956181534,7668
28,Sergipe,mobile,2023,1,79.19980780867311,17.106845411324016,51.43480766460164,6941
29,Bahia,mobile,2023,1,74.07304241416415,17.259371300009782,51.96938276435488,51115
31,Minas Gerais,mobile,2023,1,71.9023541940691,16.33461631591534,41.77928076049265,66904
32,Espírito Santo,mobile,2023,1,107.00423654558347,19.876791269403515,47.77393428413836,12691
33,Rio de Janeiro,mobile,2023,1,129.19540913767858,19.522536823776168,31.46503621037635,101076
35,São Paulo,mobile,2023,1,121.24662060271133,19.964911134617044,30.23057162593904,231620
41,Paraná,mobile,2023,1,131.3967319987548,19.575650080218384,35.80769138670051,41761
42,Santa Catarina,mobile,2023,1,76.44503826222144,14.89303558472966,42.59496458801175,23156
43,Rio Grande do Sul,mobile,2023,1,100.57832534570383,17.304127821770475,37.255791277626756,33844
50,Mato Grosso do Sul,mobile,2023,1,93.91866437558248,18.28595060577819,44.479729729729726,8584
51,Mato Grosso,mobile,2023,1,65.62428394327084,16.506126450461174,55.72418922939601,10083
52,Goiás,mobile,2023,1,89.9057614086624,18.22981353326957,39.50795873753245,29276
53,Distrito Federal,mobile,2023,1,205.87660654439898,26.29531626863702,28.26437084927651,22737
11,Rondônia,mobile,2023,2,80.58007070076938,19.218086920357663,63.74027864420878,4809
12,Acre,mobile,2023,2,94.507888834476,18.064861900097945,86.64201762977473,2042
13,Amazonas,mobile,2023,2,71.27429082000289,13.817733535091511,93.0251477158092,13878
14,Roraima,mobile,2023,2,69.70538755020081,13.292827309236948,75.09370816599733,1494
15,Pará,mobile,2023,2,79.94524039934988,15.198611330392383,62.22670071975853,21535
16,Amapá,mobile,2023,2,88.77632661870504,14.33778417266187,84.64988009592327,2085
17,Tocantins,mobile,2023,2,82.98649647756767,18.577799406748237,62.139414163885796,2697
21,Maranhão,mobile,2023,2,79.22158589278516,14.163248690044338,72.52196694881097,12405
22,Piauí,mobile,2023,2,121.10547880244755,18.572034746503494,58.85839160839161,4576
23,Ceará,mobile,2023,2,123.72084983643181,18.95998711401899,34.59498922843693,25066
24,Rio Grande do Norte,mobile,2023,2,109.85105614154475,18.191950776908243,52.04343881138709,8817
25,Paraíba,mobile,2023,2,100.36996148555708,17.366598951169188,51.502235213204955,11632
26,Pernambuco,mobile,2023,2,110.30899534264805,18.798544311377245,44.91972721224218,30060
27,Alagoas,mobile,2023,2,117.05654327295248,20.320719306394174,45.24725189657842,6459
28,Sergipe,mobile,2023,2,79.50276416450964,16.057880500431406,48.10756399194708,6954
29,Bahia,mobile,2023,2,83.31533127797957,17.89981565165977,47.807563983444545,47356
31,Minas Gerais,mobile,2023,2,88.13420748723058,18.189409555251032,40.493288277064906,64216
32,Espírito Santo,mobile,2023,2,121.40625758936592,22.11018735405066,47.37596551104724,11134
33,Rio de Janeiro,mobile,2023,2,142.04907511144424,22.103567911949188,28.94132904651071,101396
35,São Paulo,mobile,2023,2,134.62293223971375,20.670246022745683,30.207206039594336,216041
41,Paraná,mobile,2023,2,146.17516564922482,21.069134883720928,33.92587209302326,41280
42,Santa Catarina,mobile,2023,2,94.45587737211736,17.231686656372965,37.33117497634109,20077
43,Rio Grande do Sul,mobile,2023,2,112.68707227802449,18.33563157580996,35.52132574289887,33551
50,Mato Grosso do Sul,mobile,2023,2,102.52545664195787,19.667781268384516,41.02388516296035,8499
51,Mato Grosso,mobile,2023,2,70.1811380996028,17.180629697525205,53.47795091149811,9819
52,Goiás,mobile,2023,2,104.08845184866725,19.64898120065661,39.9128038771203,25586
53,Distrito Federal,mobile,2023,2,212.9476257211416,27.810550160820956,27.7078164088426,19587
11,Rondônia,mobile,2023,3,87.72076461357395,21.483509415457043,53.13299333071793,5098
12,Acre,mobile,2023,3,124.97970489130435,19.653858695652172,85.5070652173913,1840
13,Amazonas,mobile,2023,3,80.09770585429018,14.59479697403394,86.66107817078989,14673
14,Roraima,mobile,2023,3,93.08377073906487,15.186530165912519,60.236802413273004,1326
15,Pará,mobile,2023,3,96.32609388110099,16.918104522664486,60.03407346771718,19546
16,Amapá,mobile,2023,3,100.70040346907993,16.343226998491705,81.60105580693816,1326
17,Tocantins,mobile,2023,3,90.53150421052632,19.37839684210526,56.94842105263158,2850
21,Maranhão,mobile,2023,3,96.61470535236397,16.149116503122215,67.86226583407672,11210
22,Piauí,mobile,2023,3,134.23905555555555,20.594382902298854,63.57926245210728,4176
23,Ceará,mobile,2023,3,148.54733974753694,22.102945928263544,38.24715209359606,25984
24,Rio Grande do Norte,mobile,2023,3,123.86359625499684,20.224930885756365,50.26236061434883,9506
25,Paraíba,mobile,2023,3,118.99938312270687,19.171600163065634,51.95972278842234,12265
26,Pernambuco,mobile,2023,3,132.78024115282815,21.378848054112343,37.877005522334414,30603
27,Alagoas,mobile,2023,3,113.78188394760889,20.819195552848004,51.66478830338105,6566
28,Sergipe,mobile,2023,3,82.35461532395847,17.2265358128532,49.80168221842555,7609
29,Bahia,mobile,2023,3,93.60417768064303,18.677500041431887,45.53277262180975,48272
31,Minas Gerais,mobile,2023,3,108.9469490470869,19.505456129753235,41.03521701048054,66218
32,Espírito Santo,mobile,2023,3,142.160201436861,23.412761167910105,45.8388136686009,10857
33,Rio de Janeiro,mobile,2023,3,156.89107091945476,23.34351344733581,28.56944733581165,100875
35,São Paulo,mobile,2023,3,151.22539867806267,21.896350491168093,30.21382108262108,219375
41,Paraná,mobile,2023,3,157.9040958076824,21.445336602607615,34.453126097235554,42721
42,Santa Catarina,mobile,2023,3,114.05066692042452,18.515800904572117,35.843267207021626,22331
43,Rio Grande do Sul,mobile,2023,3,117.64980796460178,18.908893274336286,38.04023598820059,33900
50,Mato Grosso do Sul,mobile,2023,3,114.74221227564814,20.30459993352537,44.03091070241525,9026
51,Mato Grosso,mobile,2023,3,80.14183495527375,18.392457878698515,52.32075100756906,10173
52,Goiás,mobile,2023,3,128.7863198199916,21.941019030548034,37.20079325731284,26221
53,Distrito Federal,mobile,2023,3,220.02403794087851,29.218008057832215,25.626623077631457,21718
11,Rondônia,mobile,2023,4,110.92079297511049,23.08146568969528,44.93068155384973,4299
12,Acre,mobile,2023,4,138.55187059577193,20.667288917360665,75.83279948750801,1561
13,Amazonas,mobile,2023,4,96.09674747474747,15.4145944933203,85.23525578364288,12276
14,Roraima,mobile,2023,4,90.25963500784928,15.443456043956047,72.37205651491365,1274
15,Pará,mobile,2023,4,103.25309752128193,18.046072984476716,59.06309464196294,15976
16,Amapá,mobile,2023,4,106.46535981665393,17.61172574484339,78.85103132161956,1309
17,Tocantins,mobile,2023,4,95.9582727844123,20.060482401005657,46.45694531741044,3182
21,Maranhão,mobile,2023,4,104.4529542180095,16.20287971563981,69.96142180094786,10550
22,Piauí,mobile,2023,4,147.13076296296296,23.523350793650796,49.764021164021166,3780
23,Ceará,mobile,2023,4,161.5624672561942,23.195958329857348,39.19337615750396,23974
24,Rio Grande do Norte,mobile,2023,4,136.1285809248555,22.044399205202314,46.0003612716763,8304
25,Paraíba,mobile,2023,4,141.93002690797664,21.683793545915922,47.63142775064637,10443
26,Pernambuco,mobile,2023,4,160.55315993956398,23.846912511691485,35.63267141520973,27798
27,Alagoas,mobile,2023,4,142.42506673862206,23.15266468789351,41.92336751214247,5559
28,Sergipe,mobile,2023,4,120.28150841151731,20.32821724361048,40.408605629246196,6182
29,Bahia,mobile,2023,4,108.96362931034484,20.031719486986752,44.08547871840646,42572
31,Minas Gerais,mobile,2023,4,119.03235914332785,19.699826532558745,36.859880343362526,57665
32,Espírito Santo,mobile,2023,4,139.64036366626468,22.5441834228703,44.15469794978621,9121
33,Rio de Janeiro,mobile,2023,4,172.54606379702696,23.657811144950013,28.70933010291304,88327
35,São Paulo,mobile,2023,4,152.61288395557904,21.512666996298258,28.891850872554205,189100
41,Paraná,mobile,2023,4,164.22518567287113,21.29220797095559,32.69907068736622,36909
42,Santa Catarina,mobile,2023,4,123.16326094486674,19.031831809872028,36.30222264986048,20786
43,Rio Grande do Sul,mobile,2023,4,124.05437336919557,18.71069875718791,36.42388548815928,32346
50,Mato Grosso do Sul,mobile,2023,4,126.5150047985857,20.65745738098245,47.02437176411163,7919
51,Mato Grosso,mobile,2023,4,99.53390369599167,20.16900072878709,53.108276939094225,9605
52,Goiás,mobile,2023,4,138.59649542105038,22.14117872811688,32.636154534224985,23477
53,Distrito Federal,mobile,2023,4,275.87094639959713,31.40194102836681,21.932467968444023,17873
