state_code,state_name,service_type,year,quarter,avg_d_Mbps,avg_u_Mbps,avg_lat_ms,tests
11,Rondônia,fixed,2020,1,46.55830890882951,23.107503643845124,15.199890932526895,20171
12,Acre,fixed,2020,1,45.14088516984259,11.409867605633805,25.497597348798674,6035
13,Amazonas,fixed,2020,1,81.32740993709892,30.94991992290912,17.509075121248703,47217
14,Roraima,fixed,2020,1,70.79169142438309,17.143727339359884,14.958139913673753,12279
15,Pará,fixed,2020,1,49.9220646676069,31.30709529457016,27.47724213090583,62396
16,Amapá,fixed,2020,1,89.38546385722856,78.36557723455309,15.911817636472705,6668
17,Tocantins,fixed,2020,1,52.20652269831156,31.457565785281936,18.809334182860784,12556
21,Maranhão,fixed,2020,1,44.67914185024076,22.56399246318826,25.11433157319314,42989
22,Piauí,fixed,2020,1,60.31780131112686,34.297565379163714,26.054996456413893,28220
23,Ceará,fixed,2020,1,52.596959579249216,28.463062264775218,14.230034327308822,145074
24,Rio Grande do Norte,fixed,2020,1,47.58400012551251,21.887196155133463,15.452012383900929,47804
25,Paraíba,fixed,2020,1,56.787323425681514,28.342456846261335,23.27214249273562,45083
26,Pernambuco,fixed,2020,1,51.6337205669829,25.926546855461293,15.595069974316543,133549
27,Alagoas,fixed,2020,1,29.61936288805268,18.585144520225775,19.406122608968328,25512
28,Sergipe,fixed,2020,1,31.99484636390234,17.97741542862716,25.367933422190436,30761
29,Bahia,fixed,2020,1,48.73687892197602,23.86016877313791,18.116544883487496,185302
31,Minas Gerais,fixed,2020,1,52.99789373961657,30.41021227354236,20.484375412040823,303368
32,Espírito Santo,fixed,2020,1,45.27597098544564,20.060588442603102,18.82499798229803,74342
33,Rio de Janeiro,fixed,2020,1,56.34505753183638,24.88678014741679,16.172658142798984,351249
35,São Paulo,fixed,2020,1,66.45892704418712,38.84034033639756,15.353168929925554,1133837
41,Paraná,fixed,2020,1,50.566504710763546,30.9134545732004,17.98098886225108,226078
42,Santa Catarina,fixed,2020,1,41.588340398635154,22.86858443812371,16.2123500832945,186687
43,Rio Grande do Sul,fixed,2020,1,50.71265717302776,23.12789056800154,17.131415406069056,197922
50,Mato Grosso do Sul,fixed,2020,1,43.6712656051559,23.88867455217515,29.653303004454553,52755
51,Mato Grosso,fixed,2020,1,40.012642822681805,19.384418722459877,25.88314946447525,62182
52,Goiás,fixed,2020,1,54.341577302631585,27.754071883656508,21.962338411819022,173280
53,Distrito Federal,fixed,2020,1,65.68340275703291,18.748235242072816,17.53808758193563,105113
11,Rondônia,fixed,2020,2,71.79145141615027,35.59985092301204,10.41615027739026,30823
12,Acre,fixed,2020,2,73.6709240739119,25.99299614677292,26.43550223312024,11419
13,Amazonas,fixed,2020,2,83.3787515631447,30.99973537626559,16.526216396356364,63014
14,Roraima,fixed,2020,2,86.0034769298374,32.8299691665446,9.730481910062986,13654
15,Pará,fixed,2020,2,55.20675272985566,34.12451218954288,19.598088198114684,83063
16,Amapá,fixed,2020,2,90.5983257905425,78.15278851174935,13.843487090223382,6894
17,Tocantins,fixed,2020,2,59.22964108379089,37.425642814514205,21.19688469801862,16756
21,Maranhão,fixed,2020,2,51.75797960582992,28.018094252711897,23.397510504755708,56879
22,Piauí,fixed,2020,2,67.46636188743729,41.2392278540323,22.454908770189075,36282
23,Ceará,fixed,2020,2,61.77298266834649,34.684994337751675,12.56949667306983,208751
24,Rio Grande do Norte,fixed,2020,2,53.75020800980792,24.181532064380246,14.962230046210431,63622
25,Paraíba,fixed,2020,2,58.969493096578006,29.142736166940477,22.974046628683283,57218
26,Pernambuco,fixed,2020,2,53.594995435765654,28.55358343051019,15.84005128827493,189517
27,Alagoas,fixed,2020,2,34.148797214994424,21.79063005747291,21.81823120693106,34973
28,Sergipe,fixed,2020,2,33.673476434021495,19.05387766897441,25.01748477099316,48099
29,Bahia,fixed,2020,2,53.94986250182565,27.52870670226829,17.200094371772355,267029
31,Minas Gerais,fixed,2020,2,60.65039668127275,35.17572952471755,22.763993933615573,404854
32,Espírito Santo,fixed,2020,2,52.88334326629022,22.132314323289044,19.483587136907808,95809
33,Rio de Janeiro,fixed,2020,2,64.78087549115351,28.68260139315933,15.36627463397142,524276
35,São Paulo,fixed,2020,2,73.24379876727217,40.832994100254844,15.035367111361461,1690073
41,Paraná,fixed,2020,2,55.7297072291982,34.32731556768358,17.192682684176493,281442
42,Santa Catarina,fixed,2020,2,47.81458333865242,26.94501219134969,16.656206884700175,203669
43,Rio Grande do Sul,fixed,2020,2,58.86695549022398,26.853153883541182,16.60390883082808,253068
50,Mato Grosso do Sul,fixed,2020,2,49.37920906196258,28.39542706329071,30.488872618297606,58729
