state_code,state_name,service_type,year,quarter,avg_d_Mbps,avg_u_Mbps,avg_lat_ms,tests
24,Rio Grande do Norte,fixed,2025,3,220.963027386243,144.9651997877421,8.078809034226586,120608
25,Paraíba,fixed,2025,3,195.81197242666477,124.2897129802444,10.011673768355813,113588
26,Pernambuco,fixed,2025,3,201.6255097150502,143.73120348986396,9.71887911473245,346833
27,Alagoas,fixed,2025,3,211.02052284382287,139.075768997669,9.905679169315533,94380
28,Sergipe,fixed,2025,3,233.70490897644478,143.50955873240432,8.898818702695056,70685
29,Bahia,fixed,2025,3,194.65155837646185,134.89560175315535,8.43015580584907,625843
31,Minas Gerais,fixed,2025,3,256.00465998642517,166.65668742334393,12.254313578394598,671832
32,Espírito Santo,fixed,2025,3,245.8578615075791,154.67629589064097,12.081042299531362,131018
33,Rio de Janeiro,fixed,2025,3,259.10899868068435,150.69475486239725,8.588005857511408,799657
35,São Paulo,fixed,2025,3,273.0196271612165,161.50390989331083,9.111301182566324,2002171
41,Paraná,fixed,2025,3,253.79997492334442,175.05756464150076,9.021921801868398,530294
42,Santa Catarina,fixed,2025,3,281.467601138483,170.68567632985233,8.862383592783537,318494
43,Rio Grande do Sul,fixed,2025,3,265.5738037998203,169.1633209738039,8.64792157637507,425178
50,Mato Grosso do Sul,fixed,2025,3,252.11408862196612,167.25586814990075,13.185238894825218,104816
51,Mato Grosso,fixed,2025,3,253.62068660395485,157.2538539593642,13.944547151686514,110346
52,Goiás,fixed,2025,3,288.65837829431354,184.47910022327764,10.187701659740327,309928
53,Distrito Federal,fixed,2025,3,343.51377740401136,187.58163049572278,8.743234526371632,165879
11,Rondônia,mobile,2025,1,207.65396752085815,28.31143444576877,53.089988081048865,3356
12,Acre,mobile,2025,1,195.64131353135315,24.5412599009901,65.63118811881188,1212
13,Amazonas,mobile,2025,1,203.60826283297132,20.239534468960784,69.06505087458557,8747
14,Roraima,mobile,2025,1,231.43016803760278,22.297988249118685,71.54994124559342,851
15,Pará,mobile,2025,1,190.89895892942707,23.394371277979328,49.641590800191665,14609
16,Amapá,mobile,2025,1,217.85677120535715,22.74807589285714,85.72209821428571,896
17,Tocantins,mobile,2025,1,139.25014649081487,22.81907866227037,62.64719736222327,2123
21,Maranhão,mobile,2025,1,184.8842952998724,22.011710548702677,61.047851977881756,9404
22,Piauí,mobile,2025,1,194.17041694402425,23.858598184568834,68.09349470499244,3305
23,Ceará,mobile,2025,1,202.4900527780695,22.496552673038543,30.82002940867556,19042
24,Rio Grande do Norte,mobile,2025,1,185.0994229828851,22.69394498777506,37.11260527030698,7362
25,Paraíba,mobile,2025,1,193.0809590382903,22.917373219056103,39.95425200356189,8984
26,Pernambuco,mobile,2025,1,222.64246823733836,26.802969080594877,35.79812950375632,19567
27,Alagoas,mobile,2025,1,220.7975964537492,28.582049989318524,44.18179876094852,4681
28,Sergipe,mobile,2025,1,199.09143967966932,24.211692327563934,33.84215964866959,3871
29,Bahia,mobile,2025,1,175.57772072017642,23.875786363773674,41.614929160499045,33103
31,Minas Gerais,mobile,2025,1,185.23525234546844,21.75577943618979,37.080060151725995,44554
32,Espírito Santo,mobile,2025,1,268.7286128582298,31.602463352777075,39.86076591427847,7886
33,Rio de Janeiro,mobile,2025,1,252.4602561996426,28.554533467097215,26.468053421951907,63794
35,São Paulo,mobile,2025,1,210.55588529124637,23.208333579859776,26.822441795106943,135212
41,Paraná,mobile,2025,1,226.5953290318056,23.711409755584388,29.91510327173265,28517
42,Santa Catarina,mobile,2025,1,204.13821567707112,22.555025522177893,37.89310021121803,17044
43,Rio Grande do Sul,mobile,2025,1,191.74727810849333,22.607569506162488,30.461012828037227,23854
50,Mato Grosso do Sul,mobile,2025,1,200.77147517962115,25.727570542129325,43.2023187459177,6124
51,Mato Grosso,mobile,2025,1,154.9726433862434,22.464991080876796,57.8875283446712,6615
52,Goiás,mobile,2025,1,194.11355642834243,24.624786630330235,33.15592604467244,18714
53,Distrito Federal,mobile,2025,1,325.12145529759397,32.019642634022794,22.41612494723512,11845
11,Rondônia,mobile,2025,2,199.26668186958165,28.528700716170373,60.541274029400675,2653
12,Acre,mobile,2025,2,206.98524195032198,25.69330726770929,77.77644894204232,1087
13,Amazonas,mobile,2025,2,206.4740970953385,21.21254895760131,84.50784727102366,8538
14,Roraima,mobile,2025,2,232.71598666666665,21.241750666666665,78.624,750
15,Pará,mobile,2025,2,198.47312955497588,24.238267804916607,46.19966801043396,12651
16,Amapá,mobile,2025,2,280.3321959247649,26.047473354231975,73.73510971786834,638
17,Tocantins,mobile,2025,2,175.37608596491225,25.572046198830414,58.51812865497076,1710
21,Maranhão,mobile,2025,2,199.58284095202114,22.760915879612142,59.61213952902657,7941
22,Piauí,mobile,2025,2,198.37253215801502,25.19332288605942,53.953313744694746,3063
23,Ceará,mobile,2025,2,208.34998278515644,23.21979022972126,26.72695662087442,17543
24,Rio Grande do Norte,mobile,2025,2,169.24822811301016,20.687791884664573,36.46796884083246,8601
25,Paraíba,mobile,2025,2,191.26953010296788,23.02945960024228,40.97722592368262,8255
26,Pernambuco,mobile,2025,2,218.542118227658,26.165436112005146,35.88971140435576,18642
27,Alagoas,mobile,2025,2,217.04028637951106,26.508373690337603,45.47473806752037,4295
28,Sergipe,mobile,2025,2,222.44179002703513,25.605485431060377,32.32592370081105,3329
29,Bahia,mobile,2025,2,180.67545894188027,23.310028942882926,40.61886300591558,29921
31,Minas Gerais,mobile,2025,2,200.93793915167666,23.948942285389986,34.788338638438574,40527
32,Espírito Santo,mobile,2025,2,286.5417928650008,33.68254911205406,38.40782649693541,6363
33,Rio de Janeiro,mobile,2025,2,264.68945200309815,29.171084771180436,25.07028559186566,60681
35,São Paulo,mobile,2025,2,223.84083217807205,24.41465260988246,26.56814184645503,125657
41,Paraná,mobile,2025,2,231.58980648445456,23.621830605372388,28.9264625264312,25538
42,Santa Catarina,mobile,2025,2,220.839865961945,23.9167866807611,33.402959830866806,14190
43,Rio Grande do Sul,mobile,2025,2,206.23288454273208,23.39382584657913,30.071734623358672,21705
50,Mato Grosso do Sul,mobile,2025,2,207.76419024141452,27.48171897313839,43.7796667800068,5882
51,Mato Grosso,mobile,2025,2,175.62407274625826,24.831463278802648,46.113122171945705,5746
52,Goiás,mobile,2025,2,194.91102808853603,25.441357752917117,32.34686635390352,16626
53,Distrito Federal,mobile,2025,2,321.3247735849057,32.06571899243367,22.239153337802893,10441
11,Rondônia,mobile,2025,3,256.64118932874356,34.44591462994836,45.984853700516354,2905
12,Acre,mobile,2025,3,222.9180276816609,26.375607843137253,68.03806228373702,867
13,Amazonas,mobile,2025,3,210.51630605896673,23.192357857722477,86.9233162023262,7394
14,Roraima,mobile,2025,3,248.52258986175116,24.754390552995392,73.40322580645162,868
15,Pará,mobile,2025,3,210.4162582131581,26.128547230992407,46.71200614386893,11719
16,Amapá,mobile,2025,3,267.4110353866318,25.62108256880734,73.77195281782437,763
17,Tocantins,mobile,2025,3,188.89644343065694,27.746777372262773,55.982968369829685,1644
21,Maranhão,mobile,2025,3,195.51205244201122,22.26675075637516,66.88560726120156,6941
22,Piauí,mobile,2025,3,215.61730836092715,27.930576158940397,55.62210264900662,2416
23,Ceará,mobile,2025,3,217.46303780155765,24.811316532641044,27.207370353954282,15793
24,Rio Grande do Norte,mobile,2025,3,182.4697546322291,22.041281583380126,41.59545199326221,7124
25,Paraíba,mobile,2025,3,184.59224183815564,22.27883521584404,39.55717159213987,6463
26,Pernambuco,mobile,2025,3,248.57594462431618,28.72416590376242,34.8113765769789,17914
27,Alagoas,mobile,2025,3,220.777547979798,27.29251237373737,40.423737373737374,3960
28,Sergipe,mobile,2025,3,226.8497210191083,25.757375796178344,31.580891719745225,3140
29,Bahia,mobile,2025,3,186.75980061306458,23.7344234021563,43.323832006201116,28382
31,Minas Gerais,mobile,2025,3,211.35223924877516,25.797524694412825,34.12250705201168,40414
32,Espírito Santo,mobile,2025,3,304.49108548644335,36.602642902711324,36.883094098883575,6270
33,Rio de Janeiro,mobile,2025,3,276.00582429671005,30.66995158708535,23.821367754240175,58724
35,São Paulo,mobile,2025,3,252.96960071880883,28.309777609349403,25.581379428375833,122703
41,Paraná,mobile,2025,3,232.1413453147814,24.676230138280516,29.149703684617368,23286
42,Santa Catarina,mobile,2025,3,212.0952961393234,23.83574816983895,32.97719041380905,12977
43,Rio Grande do Sul,mobile,2025,3,222.27062382530528,25.675153311844554,29.296726744449995,22027
50,Mato Grosso do Sul,mobile,2025,3,232.80799343544854,28.699395066640143,43.36045355082554,5027
51,Mato Grosso,mobile,2025,3,229.3958637658228,29.865365664556958,46.696518987341776,6320
52,Goiás,mobile,2025,3,214.43829281999163,27.911278173013688,32.270042446344235,16727
53,Distrito Federal,mobile,2025,3,347.55032269076304,37.57608062248996,21.48855421686747,9960
